%latitude(N)	longtitude(E)	d18-O(‰)	dD(‰)	RH(％)	SST	T air
-49.19	106.48	-10.7491	-88.6028	91	6.2021	5.9
-49.21	106.46	-10.7491	-88.6028	91	6.2181	5.9
-49.23	106.44	-10.6507	-87.5956	91	6.2297	5.9
-49.25	106.42	-10.4539	-87.5956	91	6.2046	5.9
-49.27	106.39	-10.3594	-87.646	91	6.1855	5.8
-49.28	106.37	-10.261	-86.6388	91	6.1888	5.9
-49.3	106.35	-10.1665	-86.6891	91	6.1904	5.8
-49.32	106.33	-10.0719	-86.7395	91	6.1511	5.9
-49.34	106.3	-10.0719	-85.7323	92	6.0705	5.9
-49.36	106.28	-9.9774	-85.5812	92	5.8688	5.8
-49.38	106.25	-9.985	-85.0776	92	5.6977	5.7
-49.4	106.23	-10.1742	-84.7755	92	5.6286	5.8
-49.42	106.21	-10.0178	-83.2143	92	5.6047	5.9
-49.43	106.19	-10.4043	-82.4085	92	5.6387	5.9
-49.46	106.16	-10.2111	-83.2647	92	5.6757	5.8
-49.47	106.14	-10.0178	-82.7107	92	5.6853	5.8
-49.49	106.12	-10.0071	-82.6603	92	5.7553	5.7
-49.51	106.1	-9.9051	-82.9121	92	5.8631	5.7
-49.53	106.1	-9.8209	-81.8042	92	5.9165	5.7
-49.56	106.1	-10.4733	-80.797	92	5.9876	5.7
-49.59	106.09	-10.8554	-81.4517	92	6.0624	5.8
-50.01	106.09	-10.867	-81.6028	92	6.1491	5.7
-50.03	106.09	-10.8632	-81.8546	92	6.174	5.6
-50.06	106.1	-10.8708	-81.6531	92	6.1621	5.2
-50.08	106.1	-10.6701	-82.7107	92	6.1301	5.2
-50.1	106.1	-10.6701	-82.2071	92	6.0949	5
-50.13	106.09	-10.6701	-82.0057	92	6.0634	5.1
-50.15	106.09	-10.7647	-81.6531	92	6.0473	5
-50.17	106.09	-10.5679	-81.351	92	6.0308	5.1
-50.22	106.09	-10.733	-81.8546	92	6.0255	4.8
-50.24	106.09	-10.6387	-82.1064	92	6.0283	4.6
-50.27	106.09	-10.695	-84.2265	92	5.2272	4.2
-50.29	106.09	-10.7862	-84.5488	92	5.0545	4.1
-50.32	106.09	-10.7766	-84.7453	92	4.9381	4.1
-50.37	106.09	-10.7753	-85.7373	92	4.8962	3.9
-50.39	106.09	-10.9551	-86.5632	92	4.7982	4.1
-50.41	106.09	-11.054	-86.5683	92	4.7421	4.4
-50.44	106.09	-10.9522	-87.5402	92	4.6842	4.2
-50.46	106.09	-11.0424	-88.4618	92	4.6136	4.4
-50.49	106.09	-11.2363	-89.4388	92	4.5092	4.5
-50.51	106.09	-11.2465	-89.5446	91	4.4139	4.4
-50.54	106.09	-11.248	-89.5597	91	4.3352	4
-50.56	106.09	-11.2575	-89.6604	91	4.2483	4.3
-50.59	106.09	-11.4356	-89.464	91	4.1464	4.1
-51.01	106.08	-11.626	-90.4057	90	4.0938	4
-51.04	106.08	-11.7294	-90.4561	90	4.0713	3.8
-51.06	106.08	-11.741	-90.5769	90	4.0483	4
-51.09	106.08	-11.9207	-90.4007	90	4.0228	4
-51.11	106.08	-12.0141	-91.3575	90	3.9717	4.1
-51.13	106.08	-12.1115	-91.3474	90	3.9426	4
-51.17	106.08	-12.1146	-91.3777	90	3.924	4.1
-51.18	106.08	-12.3064	-92.3345	89	3.9022	4.2
-51.21	106.08	-12.3107	-92.3773	89	3.8971	4.1
-60.34	NaN	-6.892	-46.4515	85	-0.6425	-1.5
-60.34	NaN	-6.9036	-45.7515	85	-0.6651	-1.4
-60.34	NaN	-6.8355	-45.3436	86	-0.6894	-1.2
-60.34	NaN	-6.5268	-45.7062	86	-0.7013	-1.2
-60.34	NaN	-6.4745	-46.9803	87	-0.7152	-1.2
-60.33	NaN	-6.5112	-48.9645	83	-0.7612	-1
-60.33	NaN	-6.5989	-51.1702	74	-0.7884	-0.9
-60.32	NaN	-6.836	-53.8998	72	-0.808	-0.9
-60.31	NaN	-7.3442	-56.5789	73	-0.826	-0.9
-60.31	NaN	-7.6272	-57.6516	76	-0.8525	-0.9
-60.31	NaN	-7.9327	-59.0566	80	-0.8688	-1
-60.3	NaN	-7.9701	-60.3458	82	-0.8815	-1
-60.3	NaN	-7.9299	-62.053	83	-0.8911	-1
-60.3	NaN	-8.0511	-63.6998	82	-0.9045	-0.9
-60.3	NaN	-8.5509	-67.6077	82	-0.9083	-0.8
-60.3	NaN	-9.2425	-71.561	83	-0.8954	-0.7
-60.3	NaN	-9.5388	-73.1826	83	-0.7576	-0.7
-60.3	NaN	-9.6346	-72.7545	82	-0.6523	-0.6
-60.3	NaN	-9.5419	-71.9035	83	-0.5736	-0.7
-60.3	NaN	-9.5419	-71.6013	84	-0.524	-0.7
-60.3	NaN	-9.5288	-71.8783	84	-0.4986	-0.7
-60.3	NaN	-9.5298	-72.0898	84	-0.4844	-0.7
-60.3	NaN	-9.4287	-71.9639	83	-0.49	-0.7
-60.3	NaN	-9.3424	-71.979	82	-0.5085	-0.7
-60.3	NaN	-9.063	-70.8257	82	-0.5101	-0.7
-60.3	NaN	-8.8732	-69.5869	83	-0.5433	-0.6
-60.3	NaN	-8.7698	-69.0329	82	-0.5865	-0.5
-60.3	NaN	-8.6773	-68.2876	82	-0.5939	-0.5
-60.3	NaN	-8.5853	-67.9502	84	-0.5897	-0.6
-60.3	NaN	-8.6759	-67.8696	83	-0.5812	-0.5
-60.3	NaN	-8.6876	-67.3862	83	-0.577	-0.5
-60.3	NaN	-8.3326	-65.6689	84	-0.5836	-0.4
-60.3	NaN	-7.9623	-63.3926	82	-0.587	-0.2
-60.3	NaN	-7.9979	-62.043	83	-0.6212	-0.3
-60.3	NaN	-8.3649	-62.9797	84	-0.6489	-0.2
-60.3	NaN	-8.022	-56.1609	83	-0.6557	-0.1
-60.31	NaN	-11.947	-75.1215	82	-0.6225	-0.1
-60.3	NaN	-12.1519	-83.0481	80	-0.599	-0.1
-60.3	NaN	-11.9352	-86.6035	85	-0.5952	-0.6
-60.3	NaN	-12.0122	-88.4417	84	-0.6034	-0.8
-60.3	NaN	-12.0849	-89.2474	84	-0.6062	-0.9
-60.3	NaN	-12.176	-91.2064	82	-0.6073	-0.8
-60.3	NaN	-12.3795	-92.264	80	-0.6042	-0.7
-60.3	NaN	-12.567	-93.2007	78	-0.6062	-0.7
-60.3	NaN	-12.8595	-94.1878	78	-0.627	-0.6
-60.3	NaN	-13.0557	-94.1827	77	-0.6326	-0.5
-60.3	NaN	-13.1688	-94.2935	79	-0.6277	-0.4
-60.3	NaN	-13.1773	-94.359	78	-0.6562	-0.3
-60.3	NaN	-13.1773	-94.359	77	-0.6922	-0.1
-60.3	NaN	-13.0737	-95.3259	78	-0.7021	-0.2
-60.3	NaN	-13.1609	-95.2403	78	-0.7022	-0.2
-60.3	NaN	-13.1649	-95.2705	79	-0.7078	-0.3
-60.3	NaN	-12.9746	-96.3281	81	-0.7191	-0.4
-60.3	NaN	-12.8729	-96.3029	81	-0.7092	-0.4
-60.3	NaN	-12.6754	-96.2978	83	-0.6787	-0.5
-60.3	NaN	-12.5717	-97.2647	79	-0.6655	-0.4
-60.3	NaN	-12.4713	-97.2496	75	-0.6567	-0.4
-60.3	NaN	-12.3795	-97.3	77	-0.6274	-0.2
-60.3	NaN	-12.3802	-97.305	76	-0.5578	0
-60.3	NaN	-12.7584	-97.1892	76	-0.4431	0
-60.3	NaN	-12.8575	-97.1942	77	-0.3913	0
-60.3	NaN	-12.8582	-97.1993	78	-0.2941	0
-60.3	NaN	-12.7611	-97.2094	79	-0.1682	-0.1
-60.3	NaN	-12.7604	-97.2043	80	-0.0885	-0.2
-60.3	NaN	-12.7591	-97.1942	81	-0.0687	-0.3
-60.3	NaN	-12.66	-97.1892	82	-0.1246	-0.5
-60.3	NaN	-12.6404	-99.0626	82	-0.188	-0.5
-60.3	NaN	-12.6369	-101.0518	81	-0.2729	-0.6
-60.3	NaN	-12.542	-102.0842	79	-0.3449	-0.5
-60.3	NaN	-12.542	-102.0842	78	-0.4104	-0.5
-60.3	NaN	-12.547	-102.1195	77	-0.4619	-0.5
-60.3	NaN	-12.7367	-102.0691	77	-0.4693	-0.4
-60.3	NaN	-12.93	-101.0367	76	-0.3969	-0.4
-60.3	NaN	-12.9532	-100.1957	75	-0.1831	-0.4
-60.3	NaN	-12.9532	-98.1813	74	0.0259	-0.4
-60.3	NaN	-13.1424	-98.1259	75	0.0812	-0.4
-60.3	NaN	-13.3343	-98.0907	74	0.0521	-0.4
-60.3	NaN	-13.4292	-98.0655	75	0.058	-0.4
-60.3	NaN	-13.5234	-98.0353	76	0.1999	-0.5
-60.3	NaN	-13.5262	-98.0554	76	0.3241	-0.5
-60.3	NaN	-13.425	-98.0353	77	0.3913	-0.6
-60.3	NaN	-13.6182	-98.0101	78	0.3872	-0.6
-60.3	NaN	-13.6211	-99.0374	78	0.336	-0.6
-60.3	NaN	-13.6246	-99.0626	80	0.2813	-0.6
-60.3	NaN	-13.5277	-99.0727	80	0.2261	-0.6
-60.3	NaN	-13.5305	-100.1	81	0.1687	-0.7
-60.3	NaN	-13.5312	-100.1051	82	0.0688	-0.7
-60.3	NaN	-13.437	-100.1353	83	-1.98E-03	-0.7
-60.3	NaN	-13.4349	-100.1202	83	-0.0117	-0.6
-60.3	NaN	-13.3393	-101.1475	82	0.2569	-0.6
-60.3	NaN	-13.2478	-101.1979	83	0.428	-0.7
-60.3	NaN	-13.2491	-101.2079	83	0.4548	-0.8
-60.3	NaN	-13.1493	-100.1907	84	0.4159	-0.8
-60.3	NaN	-13.1459	-101.1727	84	0.2889	-0.9
-60.3	NaN	-13.0475	-101.1727	84	0.1178	-0.9
-60.3	NaN	-13.0447	-101.1525	83	-0.0757	-0.9
-60.3	NaN	-13.1424	-101.1475	83	-0.2212	-0.9
-60.29	NaN	-13.1438	-101.1576	83	-0.4105	-0.9
-60.29	NaN	-13.141	-101.1374	82	-0.4584	-0.9
-60.29	NaN	-13.0433	-101.1425	81	-0.4664	-0.9
-60.29	NaN	-13.0419	-101.1324	81	-0.4534	-0.9
-60.3	NaN	-13.1382	-101.1173	81	-0.4442	-0.9
-60.3	NaN	-13.3322	-101.0971	82	-0.4668	-1
-60.3	NaN	-13.4299	-100.0849	82	-0.4953	-1
-60.3	NaN	-13.4299	-100.0849	82	-0.5919	-1
-60.3	NaN	-13.3336	-101.1072	82	-0.6626	-1
-60.29	NaN	-13.3098	-101.9482	81	-0.692	-1
-60.29	NaN	-13.2069	-103.9324	80	-0.7247	-1
-60.29	NaN	-13.2076	-103.9374	80	-0.7487	-1.1
-60.29	85.16	-13.2099	-103.9526	79	-0.7848	-1.1
-60.29	85.13	-13.306	-103.9374	79	-0.8392	-1.1
-60.29	85.09	-13.4014	-103.9173	78	-0.87	-1.1
-60.29	85.04	-13.3992	-103.9022	78	-0.8719	-1.1
-60.3	84.59	-13.4968	-103.8972	77	-0.8821	-1.1
-60.3	84.51	-13.5937	-103.8871	77	-0.8941	-1.3
-60.3	84.49	-13.6899	-103.872	78	-0.9066	-1.3
-60.29	84.45	-13.7868	-103.8619	77	-0.8937	-1.3
-60.29	84.4	-13.7845	-103.8468	76	-0.9144	-1.3
-60.28	84.35	-13.8829	-102.8396	75	-0.9306	-1.2
-60.28	84.3	-13.8829	-103.8468	75	-0.913	-1.2
-60.28	84.26	-13.9798	-103.8367	74	-0.9023	-1.2
-60.27	84.21	-14.0782	-103.8367	74	-0.8887	-1.2
-60.27	84.16	-14.1735	-103.8166	75	-0.8583	-1.1
-60.26	84.12	-14.1719	-104.8137	76	-0.7735	-1.2
-60.27	84.07	-14.2711	-104.8187	76	-0.6696	-1.2
-60.28	84.02	-14.268	-104.7986	76	-0.6194	-1.3
-60.3	83.56	-14.1617	-105.7554	77	-0.6085	-1.4
-60.31	83.54	-14.2569	-106.7425	77	-0.6248	-1.4
-60.31	83.49	-14.2585	-106.7526	78	-0.6271	-1.4
-60.31	83.44	-14.2585	-106.7526	76	-0.6641	-1.4
-60.31	83.39	-14.1696	-105.8058	76	-0.7072	-1.4
-60.31	83.35	-14.0774	-105.8461	79	-0.7353	-1.3
-60.31	83.3	-13.9813	-105.8612	79	-0.7497	-1.3
-60.31	83.25	-13.9798	-105.8511	79	-0.7518	-1.3
-60.31	83.2	-13.9782	-105.8411	80	-0.7543	-1.4
-60.31	83.14	-13.9782	-105.8411	81	-0.7599	-1.4
-60.31	83.08	-13.9759	-105.8259	82	-0.7732	-1.5
-60.31	83.04	-13.8782	-105.831	82	-0.7797	-1.4
-60.31	82.59	-13.8821	-105.8562	83	-0.7747	-1.5
-60.31	82.54	-13.7875	-105.8813	83	-0.7587	-1.5
-60.32	82.49	-13.6891	-106.8885	82	-0.7504	-1.5
-60.32	82.44	-13.593	-105.8965	82	-0.7575	-1.5
-60.33	82.39	-13.5975	-105.9267	84	-0.7587	-1.5
-60.33	82.34	-13.5014	-105.9418	83	-0.7545	-1.5
-60.34	82.29	-13.5036	-105.9569	80	-0.7508	-1.3
-60.35	82.25	-13.4335	-104.1389	79	-0.7387	-1.1
-60.37	82.2	-12.9869	-101.4597	80	-0.7384	-1.1
-60.39	82.17	-12.698	-100.5029	80	-0.7482	-1.2
-60.4	82.14	-12.8663	-99.2741	81	-0.7491	-1.2
-60.42	82.1	-13.1217	-101.0015	82	-0.7463	-1.3
-60.44	82.05	-13.5861	-100.8151	83	-0.7448	-1.2
-60.45	82.02	-13.5899	-100.8403	82	-0.7589	-1.2
-60.47	81.57	-13.4938	-101.8626	82	-0.7611	-1.2
-60.48	81.54	-13.596	-101.8878	83	-0.7575	-1.2
-60.51	81.5	-13.4074	-101.9432	84	-0.7626	-1.2
-60.52	81.47	-13.3577	-100.2763	84	-0.7564	-1.1
-60.54	81.44	-12.8602	-100.236	84	-0.7455	-1.1
-60.56	81.39	-13.1239	-100.0094	83	-0.7341	-1
-60.58	81.36	-13.1368	-100.1	83	-0.7392	-1
-60.6	81.33	-12.9613	-99.2489	83	-0.736	-0.9
-61.02	81.3	-12.7771	-99.3446	84	-0.7281	-0.9
-61.04	81.26	-12.7685	-99.2791	84	-0.7269	-0.9
-61.06	81.22	-12.7522	-99.1583	85	-0.7264	-1
-61.08	81.17	-12.7396	-99.0676	86	-0.7318	-1
-61.09	81.15	-12.748	-99.1281	86	-0.7433	-1
-61.11	81.12	-12.5629	-99.2137	86	-0.7563	-1.1
-61.13	81.08	-12.4652	-99.2187	86	-0.7771	-1.1
-61.15	81.04	-12.3633	-99.1935	85	-0.8001	-1
-61.17	81	-12.3748	-99.2791	84	-0.8336	-1
-61.19	80.57	-12.2731	-99.254	84	-0.8723	-1
-61.21	80.53	-12.4569	-98.1511	85	-0.8738	-1
-61.23	80.48	-12.5602	-98.1863	86	-0.8737	-1.1
-61.25	80.45	-12.4665	-98.2216	87	-0.8685	-1
-61.26	80.41	-12.3861	-97.3504	88	-0.8637	-1
-61.28	80.38	-12.1005	-98.4331	88	-0.86	-1
-61.3	80.33	-12.0966	-97.3957	89	-0.8627	-1
-61.32	80.29	-12.0109	-96.4892	90	-0.8702	-1
-61.33	80.25	-11.8078	-96.4388	90	-0.869	-1
-61.35	80.22	-11.7883	-97.295	90	-0.8505	-1
-61.37	80.18	-11.8027	-96.3986	91	-0.8348	-1
-61.39	80.15	-11.6154	-96.4741	91	-0.8159	-0.9
-61.42	80.1	-11.5373	-96.6403	91	-0.8046	-0.9
-61.43	80.08	-11.4377	-95.623	90	-0.8134	-0.9
-61.45	80.05	-11.6886	-95.2705	90	-0.8212	-0.9
-61.47	80.01	-11.8874	-96.2928	90	-0.8303	-0.9
-61.48	79.58	-11.783	-97.2547	89	-0.8531	-0.9
-61.5	79.54	-11.7756	-97.1993	90	-0.8782	-0.9
-61.52	79.5	-11.8747	-97.2043	90	-0.9033	-1
-61.54	79.46	-11.6846	-98.2619	90	-0.9319	-1
-61.56	79.41	-11.5928	-97.305	90	-0.9602	-1
-61.57	79.39	-11.5035	-98.3827	90	-0.9816	-1
-61.59	79.35	-11.396	-98.3122	90	-1.0091	-1
-62.01	79.3	-11.4964	-97.3201	91	-1.0291	-1
-62.02	79.27	-11.4051	-97.3755	91	-1.0261	-1
-62.05	79.22	-11.5074	-97.4058	91	-1.0262	-1
-62.06	79.2	-11.4103	-97.4158	91	-1.0363	-1
-62.08	79.17	-11.3073	-97.3806	91	-1.0496	-1
-62.1	79.14	-11.5009	-97.3554	91	-1.0669	-1
-62.12	79.09	-11.6065	-97.4108	91	-1.0819	-1
-62.13	79.05	-11.9075	-97.4561	91	-1.0972	-1
-62.15	79.03	-11.8147	-97.5014	92	-1.0985	-1
-62.17	78.6	-12.0134	-98.5237	92	-1.0946	-1
-62.19	78.56	-11.8103	-98.4734	92	-1.077	-1
-62.21	78.53	-12.1068	-98.4835	92	-1.054	-1
-62.26	78.48	-11.9328	-98.6698	92	-1.0282	-0.9
-62.28	78.45	-11.5462	-98.7302	92	-1.0016	-0.9
-62.3	78.43	-11.7341	-97.6475	92	-0.9873	-0.8
-62.31	78.38	-11.9261	-97.6072	92	-0.9738	-0.8
-62.33	78.35	-12.0109	-97.4964	92	-0.9707	-0.9
-62.35	78.32	-12.0888	-97.3353	92	-0.9714	-0.9
-62.37	78.28	-12.0862	-98.3223	92	-0.973	-0.9
-62.39	78.24	-12.0789	-99.2741	92	-0.9811	-0.9
-62.41	78.19	-12.0742	-99.2389	91	-0.9765	-0.9
-62.42	78.17	-12.1713	-100.236	91	-0.9536	-0.9
-62.43	78.12	-12.0756	-100.2561	92	-0.9402	-0.9
-62.45	78.09	-12.178	-100.2863	92	-0.9355	-0.9
-62.47	78.06	-12.178	-101.2935	92	-0.9697	-0.9
-62.49	78.04	-12.0776	-102.2856	91	-0.9788	-1
-62.51	77.6	-11.9832	-102.3159	92	-1.0121	-0.9
-62.53	77.56	-11.9858	-102.336	91	-1.0559	-1
-62.54	77.53	-11.9818	-101.2986	92	-1.0407	-0.9
-62.56	77.49	-11.9792	-101.2784	92	-1.0405	-1
-62.58	77.45	-11.9852	-101.3238	92	-1.0433	-0.9
-62.6	77.43	-12.0888	-101.3641	91	-1.0392	-0.9
-63.02	77.41	-12.1886	-101.3741	92	-1.0348	-0.9
-63.04	77.39	-12.1873	-101.3641	91	-1.0615	-0.9
-63.07	77.37	-12.0862	-102.3511	91	-1.0902	-0.9
-63.1	77.35	-12.0816	-102.3159	88	-1.1211	-0.9
-63.13	77.34	-12.2717	-102.2655	87	-1.1735	-0.9
-63.14	77.33	-12.4597	-102.2	87	-1.2019	-1.1
-63.16	77.32	-12.4535	-102.1547	85	-1.2093	-1.1
-63.18	77.32	-12.4493	-102.1245	84	-1.2107	-1.2
-63.21	77.31	-12.4486	-102.1195	83	-1.2131	-1.2
-63.23	77.31	-12.6404	-102.0842	81	-1.2212	-1.1
-63.26	77.3	-12.8308	-101.0317	79	-1.2422	-1
-63.27	77.3	-13.0204	-100.9813	79	-1.2598	-1
-63.29	77.3	-13.1159	-99.954	77	-1.2862	-0.9
-63.31	77.29	-13.3105	-100.9461	76	-1.29	-0.9
-63.33	77.29	-13.4007	-100.8907	76	-1.3313	-0.9
-63.35	77.3	-13.3969	-101.8727	78	-1.3863	-1
-63.37	77.31	-13.4984	-101.8928	78	-1.4181	-1
-63.39	77.3	-13.5975	-101.8979	78	-1.446	-1.1
-63.41	77.29	-13.5021	-101.918	78	-1.4768	-1.1
-63.42	77.29	-13.4074	-102.9504	78	-1.4896	-1.1
-63.44	77.27	-13.4089	-102.9605	78	-1.5038	-1.2
-63.46	77.25	-13.5066	-102.9554	79	-1.5067	-1.4
-63.47	77.25	-13.7981	-102.9302	80	-1.5052	-1.4
-63.49	77.26	-13.6975	-103.9223	80	-1.5065	-1.3
-63.51	77.25	-13.7921	-104.9044	81	-1.5129	-1.5
-63.53	77.25	-13.7913	-104.8993	82	-1.512	-1.5
-63.55	77.23	-13.7898	-105.8965	82	-1.5183	-1.5
-63.6	77.22	-13.5945	-105.9065	84	-1.5084	-1.5
-64	77.22	-13.5983	-105.9317	84	-1.5477	-1.5
-64.03	77.21	-13.4037	-105.9468	83	-1.5617	-1.4
-64.04	77.21	-13.309	-105.972	83	-1.554	-1.4
-64.06	77.21	-13.2143	-105.9972	82	-1.5229	-1.4
-64.08	77.19	-13.2165	-106.0123	82	-1.5659	-1.3
-64.11	77.2	-13.121	-105.0252	81	-1.5274	-1.3
-64.13	77.2	-13.1196	-105.0152	81	-1.5749	-1.4
-64.15	77.21	-13.2158	-105	81	-1.5538	-1.3
-64.17	77.22	-13.3142	-103.9928	80	-0.8431	-1.3
-64.19	77.23	-13.3149	-105.0051	79	-0.2025	-1.3
-64.21	77.23	-13.4126	-103.9928	79	0.2069	-1.3
-64.24	77.22	-13.5088	-103.9777	79	NaN	-1.3
-64.26	77.23	-13.6058	-103.9677	79	NaN	-1.2
-64.29	77.23	-13.7049	-103.9727	79	NaN	-1.2
-64.31	77.23	-13.6058	-104.9749	79	NaN	-1.2
-64.33	77.21	-13.702	-104.9598	79	NaN	-1.3
-64.36	77.21	-13.702	-104.9598	81	NaN	-1.3
-64.39	77.21	-13.7034	-104.9698	81	NaN	-1.3
-64.41	77.22	-13.7042	-104.9749	82	NaN	-1.3
-64.43	77.23	-13.7071	-104.995	82	NaN	-1.3
-64.46	77.22	-13.6109	-105.0101	83	NaN	-1.4
-64.47	77.22	-13.6138	-105.0303	84	NaN	-1.4
-64.49	77.22	-13.6138	-105.0303	84	NaN	-1.4
-64.52	77.22	-13.6153	-105.0403	85	NaN	-1.4
-64.54	77.23	-13.6182	-104.0533	86	NaN	-1.7
-64.56	77.25	-13.5219	-104.0684	88	NaN	-1.7
-64.59	77.25	-13.4242	-104.0734	88	NaN	-1.7
-65.01	77.23	-13.3301	-105.1108	88	NaN	-1.6
-65.03	77.2	-13.231	-105.1058	88	NaN	-1.7
-65.05	77.16	-13.2324	-104.1087	88	NaN	-1.7
-65.06	77.16	-13.1354	-104.1187	88	NaN	-1.7
-65.08	77.15	-13.2352	-104.1288	88	NaN	-1.7
-65.09	77.16	-13.2401	-104.1641	88	NaN	-1.7
-65.11	77.16	-13.2429	-103.177	88	NaN	-1.5
-65.12	77.17	-13.3427	-103.1871	88	NaN	-1.6
-65.14	77.19	-13.4439	-103.2072	87	NaN	-1.5
-65.14	77.18	-13.4425	-103.1972	88	NaN	-1.6
-65.15	77.18	-13.4446	-104.2195	87	NaN	-1.5
-65.17	77.18	-13.4446	-104.2195	87	NaN	-1.4
-65.18	77.18	-13.6449	-104.2446	87	NaN	-1.6
-65.19	77.18	-13.5492	-104.2648	88	NaN	-1.6
-65.21	77.18	-13.5532	-104.295	89	NaN	-1.6
-65.23	77.19	-13.6516	-104.295	89	NaN	-1.5
-65.23	77.19	-13.6536	-104.3101	89	NaN	-1.6
-65.25	77.19	-13.7541	-104.3252	89	NaN	-1.6
-65.26	77.19	-13.6616	-104.3705	89	NaN	-1.6
-65.28	77.2	-13.6609	-104.3655	90	NaN	-1.6
-65.28	77.2	-13.6609	-104.3655	90	NaN	-1.7
-65.29	77.19	-13.7672	-104.4259	90	NaN	-1.7
-65.3	77.17	-13.5869	-104.5569	90	NaN	-1.7
-65.32	77.17	-13.4854	-104.5317	90	NaN	-1.7
-65.33	77.16	-13.6701	-103.4288	88	NaN	-1.7
-65.34	77.15	-13.6878	-102.5626	86	NaN	-1.7
-65.35	77.17	-13.7295	-100.9007	83	NaN	-1
-65.36	77.17	-13.6201	-100.8051	81	NaN	-1.4
-65.37	77.16	-13.316	-102.7439	83	NaN	-1.4
-65.38	77.16	-13.5087	-101.7015	81	NaN	-1.2
-65.38	77.18	-13.402	-97.5014	80	NaN	-1
-65.39	77.2	-13.296	-99.5561	79	NaN	-0.9
-65.4	77.23	-13.7287	-102.1245	77	NaN	0.4
-65.4	77.24	-14.4267	-102.19	76	NaN	-0.4
-65.41	77.25	-14.5272	-103.2123	81	NaN	-1.2
-65.42	77.27	-14.6256	-104.2195	81	NaN	-0.4
-65.43	77.28	-14.1861	-102.613	80	NaN	0.2
-65.44	77.29	-13.9083	-100.7446	81	NaN	-0.7
-65.44	77.28	-13.4005	-97.4863	82	NaN	-0.8
-65.45	77.28	-12.8398	-93.7698	82	NaN	-0.8
-65.46	77.26	-13.3352	-95.8597	81	NaN	-0.5
-65.46	77.25	-13.8578	-98.3223	79	NaN	-0.7
-65.47	77.24	-13.9353	-100.1806	81	NaN	-1.1
-65.49	77.25	-13.7704	-101.4295	82	NaN	-1
-65.49	77.24	-13.0545	-99.0122	80	NaN	-1.1
-65.5	77.24	-13.0044	-97.5719	79	NaN	-1.1
-65.52	77.23	-13.369	-99.3547	78	NaN	-1
-65.52	77.23	-13.3787	-98.423	79	NaN	-1
-65.52	77.21	-13.5305	-98.0856	78	NaN	-0.8
-65.54	77.21	-14.0656	-100.7346	78	NaN	-1.3
-65.55	77.22	-13.7446	-104.2547	77	NaN	-1.1
-65.57	77.23	-13.728	-104.1339	78	NaN	-1.1
-65.59	77.23	-14.1955	-103.9626	78	NaN	-1.2
-66.01	77.23	-14.3107	-105.0857	79	NaN	-1.7
-66.03	77.22	-14.7044	-105.0857	81	NaN	-1.6
-66.04	77.21	-15.1646	-104.8691	82	NaN	-1.7
-66.07	77.19	-15.6356	-106.7475	83	NaN	-1.6
-66.09	77.17	-15.9178	-109.6886	83	NaN	-1.4
-66.11	77.17	-16.3205	-111.7584	84	NaN	-1.5
-66.13	77.14	-16.4285	-113.8332	82	NaN	-1.6
-66.15	77.12	-16.2518	-115.9785	81	NaN	-1.7
-66.17	77.09	-16.6501	-117.0159	79	NaN	-1.4
-66.19	77.06	-17.2436	-117.0361	77	NaN	-1.4
-66.21	77.02	-17.7213	-116.9404	77	NaN	-1.4
-66.23	76.59	-18.0095	-117.9023	75	NaN	-1.3
-66.32	76.4	-18.3977	-118.8742	69	NaN	-0.4
-66.34	76.38	-18.789	-119.8663	67	NaN	-0.3
-66.36	76.36	-18.9999	-119.957	66	NaN	-0.6
-66.38	76.34	-19.0991	-120.9692	67	NaN	-0.7
-66.4	76.34	-19.5724	-121.8555	69	NaN	-0.9
-66.42	76.35	-19.7562	-121.775	69	NaN	-1.2
-66.44	76.35	-19.8546	-123.7894	68	NaN	-1.2
-66.46	76.36	-20.0506	-124.7915	69	NaN	-1.4
-66.48	76.38	-20.1449	-125.7735	68	NaN	-1.4
-66.51	76.4	-20.0756	-127.9692	68	NaN	-1.4
-66.53	76.43	-19.8724	-127.929	69	NaN	-1.4
-66.55	76.45	-19.9472	-127.7829	67	NaN	-1.2
-66.56	76.47	-19.9628	-128.8858	67	NaN	-1.1
-66.58	76.49	-19.97	-128.9311	66	NaN	-0.7
-66.59	76.49	-19.766	-127.8786	66	NaN	-0.7
-67	76.5	-19.6732	-127.9138	67	NaN	-0.5
-67.02	76.51	-19.6627	-127.8484	67	NaN	-1
-67.03	76.52	-19.7537	-127.8031	67	NaN	-1.4
-67.05	76.53	-19.5874	-126.9872	67	NaN	-1.6
-67.08	76.55	-19.7308	-125.6527	70	NaN	-1.7
-67.1	76.56	-19.6461	-126.7405	69	NaN	-1.8
-67.12	76.57	-19.7394	-127.7174	76	NaN	-2.2
-67.16	77	-19.7316	-128.6793	71	NaN	-2.3
-67.17	77.01	-19.8177	-129.616	71	NaN	-2.3
-67.18	77.01	-19.9062	-130.5678	69	NaN	-2.3
-67.2	77.01	-19.9089	-131.5901	68	NaN	-2.5
-67.23	77.02	-20.0028	-132.5721	67	NaN	-2.6
-67.25	77.03	-19.6244	-134.6722	69	NaN	-2.7
-67.3	77.05	-26.927	-151.3816	65	NaN	-2.9
-67.32	77.07	-26.7312	-149.3722	62	NaN	-3.1
-67.34	77.08	-26.5396	-151.4118	62	NaN	-3.1
